내 인생을 변화시킨 세 가지 질문,조동천,"종교, 자전적, 인생해석","대학 시절, 신학생으로서 장성탄광을 방문했을 때였습니다 . 커다란 터널 입구에서 작은 인차(車)를 타 고 들어갈 때는 재미있었습니다 . 그러다 허술하기 짝이 없는 엘리베이터로 갈아타고 지하로 한없이 내 려갈 때는 두려움이 몰려왔습니다 . 그렇게 내려갈 수 있는 깊이가 무려 1,025미터라고 했습니다 . 광부 들이 층마다 타고 내리는데 , 층마다 큰 터널이 뚫려 있고 작은 철로가 놓여 있었습니다 . 인차를 타고 여러 갈래의 작은 터널들로 갈라져 들어가는 모양이었습니다 . 한참을 내려가 마침내 막장에 이르자 희 미한 조명을 의지해 시커먼 석탄가루 속에서 일하고 있는 광부들이 어렴풋이 보였습니다 . 석탄을 캐기 위해 지하 암반을 뚫고 지구의 밑바닥까지 내려간 사람들 , 그 깊은 곳에 석탄이 묻혀 있 다는 걸 찾아낸 것도 대단하고 그런 곳에서 목숨을 걸고 일하는 광부들도 대단했습니다 . 그들의 노력 덕분에 누군가는 따뜻한 겨울을 날 수 있었습니다 . 또 누군가는 산업 현장에서 에너지로 사용할 수 있 었습니다 . 나는 이곳을 둘러보며 이런 도전을 받았습니다 . 과연 하나님 말씀의 광맥을 찾아가는 나의 노력은 이들만 했던가 ! 그 말씀의 깊이를 캐내기 위해 고난 의 암반을 뚫고, 미지의 길을 내면서 , 깊은 막장까지 이르러보았는가 ? 한없는 가벼움으로 현실을 자족 하며 소비하고 있지는 않았는가 ? 마태복음 4장 1-11절에서는 예수님과 사탄의 불꽃 튀는 대결이 펼쳐집니다 . 예수님이 공생애 전에 광 야로 들어가 성령의 인도하심으로 사탄에게 시험받는 장면입니다 . 나는 이 본문을 붙들고 진리의 깊은 밑바닥까지 이르러 보고 싶었습니다 . 그 속에서 나는 우리 인생에서 필연적으로 만나게 되는 세 가지 질문과 대면했습니다 . 나는 누구인가 ?, 어떻게 살아야 하는가 ?, 무엇을 위해 살 것인가 ? 이 질문들의 답을 찾아가면서 나는 시련 속에 박힌 보석을 캐냈고 , 깊이 파묻혀 있던 다이아몬드 같은 인생의 진리와 목적을 발견할 수 있었습니다 . 말씀에서 파낸 진리는 예외 없이 우리 삶을 완전히 변화 시킵니다 . 이 책을 통해 삶의 차원이 완전히 달라지는 경험을 하기를 기도합니다 ."
누가 길을 묻거들랑,김명희,"수필, 감동, 삶의 희로애락","수필가 겸 문학평론가 김명희의 세 번째 수필집인 『누가 길을 묻거들랑 』에는 42편의 감동적인 수필 이 살아 숨 쉰다. 저자가 인생 60년을 넘게 살면서 아내로서 , 엄마로서 , 글쟁이로서 , 할머니로서 걸어 온 길을 돌아보며 아름다웠던 시간, 그렇지 못했던 시간, 치열했던 시간 등을 담아냈다 . 수필집 『누가 길을 묻거들랑』에는 눈물도 흐르고 , 감동도 흐른다 . 즉, 삶의 희로애락이 가슴 깊이 와 닿아 꼼지락댄다 . 이 책에는 대체로 짧은 수필 위주로 수록했으며 , 현대인의 독서 경향에 발맞춰 원고 지 5매 분량의 짧은 수필도 비중 있게 수록했다 . 이들 짧은 수필은 독자들에게 긴 여운과 깊은 감동을 안겨 줄 것이다 ."
누가 마음을 보았는가,김상우,"가족, 추억, 성장","어린 시절의 기억은 강물처럼 흘러갔어도 그리움이 사무칠 때면 날밤을 하얗게 세워 가며, 상상의 날 개를 타고 떠나 온 고향 산천으로 달려가는 버릇이 생겼다 . 까맣게 잊어버린 지난날의 추억들이 봄날 의 새싹처럼 꼬리를 물고 싹을 틔운다 . 그땐 그랬지 . 종달새 하늘 높이 지저귀던 날. 고향 마을 동구 밖 냇가에서 발가벗고 멱 감다 말고 동무들과 미꾸라지며 송사리 잡아 검은 고무신에 담아 놓고 시리 도록 눈부신 하늘을 올려다보며 , 쓸개 빠진 듯 소리 내어 웃던 그 시절이 문득 그리워진다 . 태어나 12 년이라는 짧은 세월을 살다 떠나 버렸던 고향이건만 오늘 밤은 왜 그리도 그리운지 모를세라 . 그날 배꼽 빠지도록 웃음 짓던 소년의 웃음소리는 안드로메다를 지나 지금쯤 어느 천계(天界)를 향해 흘러가고 있을까 ? 세월은 언제나 그 자리에 그대로 있으리라 믿었는데 그 소년은 어디론가 흔적 없이 사라지고 거울 속에서 마주 보고 서 있는 백발 늙은이의 모습이 아무리 보아도 낯설기만 하다. 어느 모습이 나의 진면목이런가 ?"
단단한 결혼,게리 토마스,"자기계발, 인간관계, 가정","어떤 부부에게도 폭풍은 닥쳐온다 . 폭풍이 언제 어디서 어떻게 닥칠지는 몰라도 , 당신이 사는 세상이 영혼과 육체와 관계와 재정과 정서와 건강의 폭풍을 피할 수 없는 곳인 것만은 확실하다 . 이 책에서 우리가 만날 한 부부는 다발성 경화증 때문에 삶이 뒤집혔다 . 다른 부부는 하나뿐인 자녀를 잃었다 . 어떤 부부는 남편의 직업상 몇 년씩 떨어져 살아야 했다. 외도에 빠진 아내도 있고, 수백만 달 러를 벌었다 날린 부부도 있고, 예고 없이 세상을 휩쓴 팬데믹 탓에 위태로워진 가정도 있다. 그런데 그들은 다 위기가 닥치기 전보다 지금 관계가 더 좋아졌다 . 더 친밀하고 성숙하고 사랑이 많아 졌으며 더 견고해졌다 . 처음에는 폭풍 때문에 관계가 파탄 날 것만 같았는데 신기하게도 오히려 더 단 단해지고 일심동체가 되었다 . 그들의 결혼은 왜 파경에 이르지 않았을까 ? 타격을 입어 휘청이던 관계가 무엇 때문에 다시 기운을 추 슬러 이전보다 더 견고해졌을까 ? 그것이 이 책의 주제다 . 여기에 실린 모든 사례는 인생의 위기를 극 복한 사람들의 실제 이야기이다 . 각 장마다 주로 실제 부부의 이야기에 집중되어 있지만 , 그 문제에서 도출되는 원리는 누구에게나 두루 적용된다 . 중요한 것은 문제가 아니라 원리다 ."
당신의 일상은 무슨 맛인가요,오연서,"에세이, 음식, 삶","누구나 살아가기 위해 오늘도 식사를 한다. 음식은 먹을 때의 기억과 함께 추억으로 남기에 어린 시절 에 친구들과 먹은 도시락에는 행복이 , 병을 진단받은 후에 먹는 집밥에는 아픔이 담길 수 있다. 즉, 우 리가 오늘도 먹는 평범한 음식이 누군가에게는 행복하거나 슬픈 음식으로 남는다 . 이 책은 각 음식의 맛과 함께 이런 작가의 추억을 4개의 장으로 나누어 이야기한다 . 어린 시절에 할머 니와 먹었던 냉국수부터 두 아이의 엄마가 되어 아이들과 함께 먹는 파스타까지 , 세월과 공간을 따라서 추억으로 기록되는 일상의 맛을 모두 담았다 . 특별한 음식이 아니어도 , 뛰어난 맛이 아니어도 그 시간, 그 장소만의 맛을 담은 음식과 저자의 감성이 글에 담백하게 담겨있다 . 음식이란 그저 식재료만으로 만들어지는 게 아니다 . 추억을 공유하는 모든 것이 음식의 재료가 된다. 일 상이 외롭고 막막할 때 이 책이 들려주는 이야기에 귀를 기울여보자 . 그리고 내 앞의 음식과 관련된 추 억을 떠올려보면 어떨까 . 지금까지 내 일상을 바라봐주고 응원해주는 이가 있다는 사실을 깨달을 수 있 을 것이다 . 이 책은 작가가 느낀 추억 속 어린 시절의 맛, 엄마로서 만난 맛, 아내로서 만난 맛, 작가로 서 만난 맛 등 다양한 추억의 음식과 함께 공감과 푸근한 위로를 선사한다 . 책에는 총 47종의 음식이 등장한다 . 콩나물 , 감자볶음 등 가벼운 음식부터 삼겹살 , 오므라이스 등 대중 적인 음식까지 여러 음식이 지면을 가득 채운다 . 모든 음식의 한 가지 공통점은 우리 일상에서 익숙하 게 만날 수 있는 평범한 음식이라는 것이다 . 일상에서 쉽게 만날 수 있는 음식 이야기로 누구나 각 음식 에서 자기만의 추억을 떠올리고 위로를 받을 수 있다. 특히 음식의 느낌을 감성 있게 잘 그려낸 일러스트는 우리에게 음식의 맛 너머에 있는 추억과 감성까지 전해준다 . 책을 통해 한 끼 식사로 여기고 무심코 지나쳤을 음식에서 나만의 추억을 발견하고 공감하며 위로받을 수 있다. 결국 이 책은 일상의 맛으로 살아가는 모든 사람의 이야기다 . 작가는 좋아하는 음식 을 좋아하는 사람과 함께 먹으며 누리는 소소한 행복을 통해서 무미건조한 일상에서 벗어나 미래를 살 아가기로 결심했다 . 자신을 위한 음식을 요리하듯이 일상 이야기를 한 글자씩 적어갔다 . 그렇게 쌓인 글 이 모여서 한 권의 책이 되었다 . 당신의 일상은 무슨 맛인가요 오늘도 밥을 먹을 당신에게 한 통의 조미료처럼 다가갈 이 책은 그간 자신의 일상이 무슨 맛인지 몰랐 던 사람들에게 새로운 맛을 보여줄 것이다 . 일상이 무료하거나 삶이 허기진 모든 이에게 이 책을 권한 다."
대기업 들어가면 끝나는 줄 알았는데,유환기,"직장 에세이, 자기계발, 성장","‘각 잡힌 와이셔츠를 입고 열정적으로 업무에 몰두하고 , 임원진들 앞에서 멋지게 프레젠테이션을 한다. 퇴근 후에는 취미 생활이나 자기 계발을 하며 보람차게 하루를 마감한다.’ 이는 취업 준비생 시절 누구 나 그리는 대기업 사원의 모습에 대한 로망이다 . 그런데 그 환상이 깨지기까지는 입사하여 오랜 시간 이 걸리지 않는다 . 반짝반짝한 새 사원증을 받아 들고 설레던 시간도 잠시, 지루한 업무 루틴, 밥 먹듯 이 하는 야근, 꼰대 상사의 잔소리에 겨우 하루하루 버티는 게 일상이 되어 버리곤 한다. 이 책은 많은 직장인의 심정을 대변하는 생활 밀착형 직장 생활 에세이다 . 어리바리한 신입 시절을 지 나 6년 차 중고 사원에 접어든 저자는 그저 꿈꿨던 것과 다른 대기업 생활의 현실을 담담하게 그려 내 면서도 푸념으로 끝나지 않고 자신에게 주어진 새로운 환경에 적응하고 성장하려는 모습을 보여 줌으 로써, 오늘 하루도 일터에서 매일매일 새로운 출발선에 서는 우리들에게 작은 응원을 보낸다 . 우리는 대학만 합격하면 , 취업만 하면, 승진만 하면, 결혼만 하면, 내 집 마련만 하면 모든 게 끝날 거 라고 착각하지만 , 인생은 끊임없는 달리기와 같아서 한 가지 목표를 이루었다고 해서 죽을 때까지 꽃 길이 펼쳐지진 않는다 . 저자 역시 대기업만 들어가면 모든 일이 해결될 줄 알았지만 겨우 한 가지 관 문을 통과했을 뿐임을 깨닫고 , 다시 새로운 출발점에 서서 적응해 가며 달리고 있다고 말한다 ."
대한민국 여군입니다,박미영,"직업, 군인, 사회","군인 하면 떠오르는 이미지는 우선 남성 군인이 전투 또는 훈련하는 모습이다 . 그리고 여군의 이미지 는 아직은 소수자로 후방에서 행정지원을 한다는 것이 강하다 . 그렇다면 직업군인은 실제 어떤 모습일 까? 직업군인은 다양한 업무를 하는 직업인과 비슷하다 . 회사의 부서처럼 군대는 병과가 나뉘어 있으 며, 남군과 여군 모두 병과에 따라 다양한 업무를 하고 그 과정에서 모든 직장인이 느끼는 희로애락을 그들도 느낀다 . 예를 들어 인사병과로 임관한 직업군인은 전화 받는 법과 보고서 쓰는 법을 배우고 , 상관에게 꾸중을 듣기도 하고, 타 부서와 실랑이하기도 한다. 아무튼 좌충우돌하며 점점 성장하는 모 습은 군대 역시 사람 사는 일터라는 사실을 보여준다 . 일반 직장과 다른 점이 있다면 컴퓨터 앞에서 씨름하다가도 매년 있는 체력검정을 위해 3km 달리기를 한다는 것이다 . 이 책은 육군사관학교 63기, 현역 여군 장교가 들려주는 리얼 군인 라이프다 . 사관학교에 입학하기까 지의 과정과 사관생도 생활을 꼼꼼하게 공개하고 , 임관, 업무, 진급, 복지에 이르기까지 직업군인의 일 상을 진솔하게 털어놓는다 . 또 군복 입은 엄마로서 아이를 기르며 직업과 균형을 맞추려는 노력을 고 백한다 . 저자는 여군을 희망하는 지망생들에게 여군이 되는 방법을 , 갓 임관한 군인들에게는 현실적인 조언과 격려를 , 직업군인의 삶을 알고 싶은 이들에게는 새로운 직업 세계에 대해 안내한다 . ‘PART 1’ 에서는 육사 합격을 위해 고군분투하는 과정이 소개된다. ‘PART 2’ 는 육사 생도 시절 이야기 인데, 1초 단위로 돌아가는 일상에서 뜀걸음하고 , 얼차려를 받고, 공부하면서 울고 웃었던 4년의 시간 을 소개한다. ‘PART 3’ 은 소위로 임관한 후의 군 생활 이야기인데 , 부대를 돌며 다양한 사람을 만나고 , 초보 장교로 실수도 하며 경험한 군대 조직 내 이야기를 들려준다. ‘PART 4’ 는 아이를 낳고 일과 가정 사이에서 줄타기하는 현실을 소개하며 , 워킹맘이 공감할 만한 애환을 털어놓는다 . ‘PART 5’ 는 군인을 꿈꾸는 후배들에게 전하는 조언인데 , 일도 좋지만 무엇보다 스스로를 아끼라고 조언한다 ."
더 퍼지 AI 시대 누가 미래를 이끄는가,한지우,"인문학, 기술, 창의성","이 책은 인공지능 시대를 정면으로 맞이할 청소년들에게 ‘인문학적 감각’의 중요성을 강조한다 . 앞으로 점점 인간이 하던 많은 일을 AI가 대신하게 되겠지만 인간 고유의 능력, 즉 창의성과 감성을 다루는 능력이 필요한 영역은 인공지능이 완벽하게 대체하기 힘들다 . 인공지능 시대를 살아가는 우리가 이 책 을 꼭 읽어야 하는 이유는 명확하다 . 기술이 발전할수록 많은 직업이 AI에 의해 대체될 거라는 두려움 이 크지만 , 이 책은 그 속에서 인간 고유의 가치를 어떻게 지킬 수 있는지 구체적인 답을 제시하기 때 문이다 . 저자는 실리콘밸리의 성공한 인물들이 실제로 인문학적 감각을 통해 혁신을 이룬 사례들을 보여준다 . 페이팔 마피아로 불리는 테크 리더들은 단순한 기술적 능력을 넘어, 인간의 본질을 이해하는 깊이 있 는 사고와 세상에 대한 경이로움을 바탕으로 새로운 시대를 열었다 . 이는 기술만으로는 해결할 수 없 는 문제들 , 예를 들어 창의성과 복잡한 의사결정에서 그들이 얼마나 앞서 있었는지를 보여준다 . 이 책에서 강조하는 ‘퍼지(Fuzzy)’ 능력은 AI가 처리할 수 없는 모호하고 복합적인 문제들을 해결하는 데 중요한 역할을 한다. 경영 전략을 세우거나 예술과 문화적 요소를 결합한 창의적 아이디어를 내는 일은 여전히 인간의 몫이다 . 저자는 ‘퍼지’와 ‘테키(Techie)’ 의 균형을 통해 진정한 혁신이 가능하다고 주장하며 , 기술의 발전과 함께 인간의 감성적 , 창의적 능력을 더욱 중요시해야 한다고 강조한다 . 실제로 애플의 창업자 스티브 잡스는 인문학과 기술의 교차점에서 혁신이 탄생한다고 말했다 . 그는 기 술만으로는 위대한 제품을 만들 수 없고, 인문학적 감각이 더해졌을 때 진정한 혁신이 이루어진다고 믿었다 . 이러한 사고방식은 그가 아이폰 , 맥북 같은 혁신적 제품을 만들며 세상을 변화시킨 원동력이 었다. 또한 이 책은 단순히 인문학적 감각을 기르는 방법만을 다루지 않고, 실제로 실리콘밸리의 리더들이 자 녀들을 인문학 중심 교육을 제공하는 학교에 보내는 이유도 설명한다 . 이들은 자녀들에게 단순한 기술 교육이 아닌, 깊이 있는 사고력과 창의성을 길러주는 교육을 강조한다 . 이는 기술만으로는 미래의 복잡 한 문제들을 해결할 수 없으며 , 인간의 고유한 사고 능력이 더 중요해진다는 것을 잘 알기 때문이다 . 결국, 이 책은 AI 시대에도 인간이 더 인간답게 살아가기 위한 방법을 제시하며 , 단순한 기술 학습을 더 퍼지, AI 시대 누가 미래를 이끄는가 넘어 감성적이고 창의적인 능력을 기르는 것이 왜 중요한지를 실질적인 사례를 통해 보여준다 . 인공지 능 시대에 압도당하지 않고 오히려 인공지능이라는 날개를 달고 미래를 주도해 나가려면 인문학적 감 각이 필요하다 . 대체할 수 없는 인간만의 능력을 이해하고 , 그것을 강화하는 것이야말로 미래를 대비 하는 가장 강력한 방법이라는 점을 이 책을 통해 배울 수 있다."
도서관으로 가출한 사서,김지우,"자서전, 도서관, 자기계발","사춘기 시절, 부모님과 싸우고 종종 집 밖으로 뛰쳐나가곤 했었다 . 청소년기에 집을 떠나 방황하는 것 은 특별한 일이 아니다 . 반항하지 않은 젊음은 죽은 것이라는 말도 있지 않나. 그런데 우리 어머니 말 씀이, 나는 집 나가서 간다는 곳이 도서관이라서 딱히 신경을 쓰지 않으셨다고 한다. 우리 어머님의 쿨함도 놀랍지만 부모님과 싸우고 기껏 뛰쳐나간 곳이 도서관이라니 . 보통 집을 뛰쳐나가면 부모라는 권위에 대해 저항하며 그동안 가지 못했던 곳에서 하지 못했던 일을 하지 않나. 마트에서 술을 산다거 나 PC방에서 게임을 하는 식으로 말이다 . 그런데 겨우 도서관이라니 ! 나의 젊음은 죽었다고 하기에는 찝찝하고 살았다고 하기에는 소심했다 . 삶의 기억 중 많은 부분이 도서관을 배경으로 하고 있다. ‘어쩌면 그럴 수 있었을까.’ 싶을 정도로 책을 좋아했다 . 주말이면 도서관에 갔고, 집을 뛰쳐나가서도 도서관을 찾았다 . 그리고 그렇게 도서관을 쏘 다니다 사서 자격증이 나오는 문헌정보학과에 입학을 했다. 수업을 듣기도 전에 이미 도서관에서 책 찾는 법(좀 더 전문 용어를 쓰자면 청구 기호와 분류 번호 보는 법) 정도는 경험으로 터득하고 있었다 . 문헌정보학계의 선행 학습자였던 학생은 도서관에서 첫 알바를 시작했고 도서관 서포터즈를 하면서 도 서관 공모전에서 상을 받더니 졸업 후 도서관에서 사서로 일하며 도서관을 소재로 책까지 쓰고 있다. 이렇게 서술하고 보니 도서관이 존재함에 항상 감사하며 살아야겠다는 의무감이 느껴진다 . 그동안 이 동 도서관 , 학교 도서관 , 공공 도서관 , 대학 도서관 등 다양한 도서관을 이용자로 , 알바생으로 , 사서로 다녔다 . 이 공간에 얽힌 추억과 단상을 소재 삼아 당신에게 말을 걸고, 또 도서관의 매력을 소개하고 싶다. 도서관에 대한 기억은 다들 하나쯤 있을 것이다 . 도서관은 동네마다 있고, 엄마 손에 이끌려서든 시험 공부를 위해서든 시간을 때우기 위해서든 많은 사람들이 도서관을 방문한다 . 그렇지만 이 공간의 이모 저모를 모두 즐기는 사람은 드물다 . 대부분의 사람들은 도서관에서 책만 빌려 본다. 조금만 도서관에 관심을 기울이면 3D 프린터나 공유 주방이 있는 도서관도 있고, 작가 지망생에게 글쓰기를 지원해 주 는 도서관도 있다는 걸 알게 된다. 도서관의 구석구석을 잘 아는 사서들만이 도서관의 다양한 혜택을 누리는 것 같기도 하고 가끔은 사서들도 업무에 따라서 도서관의 전부를 즐기지 못하는 듯싶다 . 가급 적 다양한 도서관의 여러 모습을 담고자 했으니 이 책을 통해서 당신이 도서관과 좀 더 친해졌으면 좋 도서관으로 가출한 사서 겠다."
동아시아 맞수 열전,전국역사교사모임 외,"사회, 역사, 문화","올해로 3년째 코로나 19 위기가 계속되고 있습니다 . 마스크 없이 동아시아 각국을 자유롭게 드나들었 던 때가 아주 오래전 일 같습니다 . 그럼에도 불구하고 동아시아와 세계 각국의 교류는 여전히 지속되 고 있습니다 . 선사 시대부터 이어져 온 동아시아 지역의 교류가 우리 삶과 문화에 녹아들어 있는 데다 가, 교통과 통신의 발달로 더욱 긴밀해진 이웃 나라와 교류는 우리 일상에서 필수 불가결한 일이 되었 기 때문입니다 . 중국이나 일본 거리를 지날 때 한국과 비슷한 느낌이 들어 놀랍기도 합니다 . 사계절이 뚜렷한 기후, 높은 산맥과 큰 강으로 이루어진 자연환경 , 쌀을 주식으로 하는 식생활 , 유교를 바탕으로 한 예의범절 을 중시하는 태도 등 동아시아는 정말 닮은 게 많습니다 . 동아시아 사람들은 자신이 태어난 시대와 나 라에서 최선을 다해 충실하게 살았습니다 . 물론 자신의 이익만을 생각해 남에게 피해를 입히고 ‘그럴 수밖에 없던 시대였다.’며 변명하는 사람도 있었습니다 . 역사는 똑같이 반복되지는 않지만 운율이 있다 는 말이 있습니다 . 따라서 이 책에서 소개하는 인물들이 맞닥뜨린 상황을 우리가 똑같이 경험하는 일 은 없겠지만 , 이들의 고민과 선택은 다가오는 역사를 살아갈 우리에게 지혜와 교훈을 줄 수 있습니다 . 이 책은 유사한 상황에서 비슷한 길을 걷거나 전혀 다른 선택을 한 동아시아의 인물, 단체 등을 서술 하고 있습니다 . ‘맞수’라고 하면 흔히 맞서고 대립하는 구도를 떠올립니다 . 하지만 이 책에서는 대립 구 도를 보여 주기보다는 시대에 ‘맞서’ 같거나 다른 방식으로 각자의 삶을 치열하게 산 사람들이나 단체, 개념을 이야기하고자 했습니다 . 타임머신을 타고 현재에서 출발해 점점 먼 고대를 향해 여행하듯 , 이 책은 현대에서 고대로 거슬러 올 라가는 거꾸로 된 연대기 방식으로 구성되어 있습니다 . 가까운 과거부터 먼 과거에 이르기까지 , 사람 냄새 물씬 풍기는 동아시아 맞수들의 치열하고 박진감 넘치는 스물두 편의 이야기를 통해 지금 여러분 이 당면하고 있는 상황과 앞으로 맞이하게 될 상황에 대처하는 데 도움이 되는 혜안을 얻을 수 있기를 바랍니다 . 이 책은 전국역사교사모임에서 활동하는 전ㆍ현직 교수 일곱 명이 함께 만들었습니다 . 그렇다고 학생 동아시아 맞수 열전 들만 읽는 학습서는 아닙니다 . 동아시아 역사와 사람들의 삶에 관심이 있다면 누구든 흥미롭게 이 책 을 읽을 수 있습니다 . 동아시아 국가 간의 교류가 더욱 긴밀해지고 교류와 소통이 사회의 필수 요소가 될수록 동아시아 지역의 갈등도 두드러지고 있습니다 . 이러한 상황에서 글쓴이들은 이 책에 한층 넓은 역사와 문화 이야기를 담아냄으로써 이 책을 읽는 독자들이 동아시아 전체를 조망하면서 다양한 삶의 방식을 발견하고 나아가 보다 나은 사회를 만들기 위해 고민하기를 바랍니다 ."
마음을 업데이트할 시간입니다,남궁원,"자기계발, 위로, 심리","이 책은 불안과 걱정을 안고 사는 당신에게 보내는 마음 처방전으로 , 『가만히 있어도 괜찮다 말해주 길』의 남궁원 작가가 건네는 두 번째 위로이다. “흔들리는 마음으로 살아가는 당신에게 해 주고픈 말 이 있어.” 누구에게 속 시원히 터놓을 수도, 그저 가슴속에 묻어 놓을 수만도 없는 흔들리는 마음이 있다. 작가 는 어지러운 생각으로 쉽게 잠들지 못하는 밤이면 자신의 마음이 조금 더 단단해질 수 있기를 바라기 도 했다. 이 책 『마음을 업데이트할 시간입니다 』는 그런 작가에게 그리고 독자에게 온전한 편안함과 위로와 공감을 주고 싶고, 독자의 마음을 업데이트해 주고 싶은 마음을 담았다 ."
맨손의 꿈이 가장 뜨겁다,구본석,"자기계발, 인물, 인권","『맨손의 꿈이 가장 뜨겁다』는 한마디로 행복한 삶을 위한 안내서 , 꿈을 이루는 전략 비법이다 . 그 어 느 공부법 책에서도 찾아볼 수 없는 생생하고 간절한 공부 전략이 저자의 삶을 통해 한 편의 다큐멘터 리처럼 펼쳐진다 . 단칸방 문제아에서 인권 변호사까지 , 맨손으로 일군 꿈의 전략, 특별한 공부 전략 노 하우가 하나하나의 문장으로 살아 꿈틀대듯 절절하게 쏟아진다 . 한때 ‘공부의 신’ 최고의 멘토로 활약하며 청년 세대들에게 가슴 깊은 공감을 이끌어 낸 저자 구본석 . 그는 현재 인권 변호사라는 자신의 꿈을 이루었다 . 그 어느 것 하나 든든하고 잘난 배경을 두지 못해 온전히 자신의 힘으로 꿈의 지도를 개척해서 그려 나갔는데 , 그것이 마침내 성공한 것이다 . 저자는 자 신의 꿈이 맨손에서 출발한 쉽지 않은 것이었기에 , 맨손의 꿈이 거쳐야 할 길을 누구보다 잘 알기에 , 그 길의 고단함과 희열을 최대한 생생하고 구체적으로 전함으로써 모두의 꿈을 응원하고자 한다. 이로 써 누구라도 자신만의 꿈을 향한 여정을 시작할 수 있도록 함께 손잡고 격려해 준다. ‘공익 인권 변호사’라는 꿈을 향해 달려온 자신의 여정을 지극히 치밀하고 탄탄한 서사로 전하는 이 책 은 그의 지향처럼 ‘작은 것들을 위한 한 편의 시’와도 같다. 왜 꿈을 꾸어야 하는지조차 모르는 이들, 꿈을 향한 길에 서 있으나 그 길에서 방황하고 허둥대는 모든 이의 가슴에 삶의 정곡을 찔러 주고, 꿈 의 진실을 일러 준다. 결국 꿈이 있어야 행복한 삶이 된다는 것, 꿈을 찾는 그 길에서 자아실현이라는 삶의 정수가 쏟아진다는 것을 자신의 삶을 통해 명백히 증명하고 있다. 공부의 신에서 정의의 로맨티스트 (LAWMANtist) 로 자신의 영역을 확장한 저자의 경이로운 인생 사용 설명서와도 같은 이 책은, 진정 ‘꿈’꾸는 삶이 무엇인지 , 그 길은 어떻게 빛나는 것인지에 대해 철저한 지침을 내려 준다. 그의 지침, 그 특별한 공부 전략을 따라가다 보면 누구라도 자신만의 꿈의 정상에 오르는 길이 선명해질 것이다 ."
명쾌한 해설과 그림이 있는 천로역정,"존 버니언 , 릴랜드 라이큰","종교, 철학, 문학","이번에 출간된 《천로역정 》은 오현미 번역가의 유려한 번역이 원작의 느낌을 풍성히 살려주어 존 버니 언의 무궁무진한 상상력을 생동감 있게 맛볼 수 있다. 이야기의 전후 배경을 알 수 있는 캐리 마스의 섬세한 해설과 내용을 담은 아름다운 일러스트가 있어 책을 더욱 풍성하게 한다. 천로역정은 제2의 성경이라 할 정도로 성경을 전거로 삼고 있다. 특별히 《천로역정 》에는 구원의 과정 이 기막히게 형상화되어 있다. 말씀을 통해 찾아오신 하나님을 만나 그의 부르심에 이끌려 순례의 여 정을 떠나게 된 장면은 죄인인 크리스천이 하나님을 선택한 것이 아니라 하나님이 죄인을 선택하셨다 는 구원의 본질을 가리키는 인상적 시작이다 . 《천로역정 》은 이 세상에서 도망치듯 떠나라는 가르침이 아니다 . 이 세상 속에 살면서 죄악 된 이 세상과 치열하게 투쟁하며 살아간다는 의미의 영적 투쟁 여 행기이다 . 한마디로 버니언은 그리스도인의 삶을 이 지상에서 출발하여 온갖 위협과 유혹의 좁은 문들을 통과하 면서 천성에 이르는 기나긴 영적 순례의 여정에 비유한다 . 버니언에게 “여정”은 구원을 점진적으로 이 명쾌한 해설과 그림이 있는 천로역정 루어가는 성화의 과정을 뜻한다 . 그에겐 칭의와 성화의 과정은 분리되지 않는다 . 그는 칭의와 성화를 통합적으로 이해한다 . 이것이 영적 순례의 과정이 영적 투쟁의 여정이라는 뜻이다.” 존 버니언이 감옥에 있을 때 집필하기 시작하여 1678년에 출간된 《천로역정 》은 출간되자마자 많은 사 랑을 받았다 . 그 후 수 세기에 걸쳐 이 책은 아메리카와 잉글랜드에서 그리스도인의 필독서가 되었고 , 지금도 기독교 세계에서 가장 인기 있는 작품으로 여겨진다 . 성경을 별개로 하면 이 책은 지금까지 다 른 어떤 책보다도 많이 팔렸고 다른 어떤 책에 비할 수 없을 만큼 여러 언어로 (200여 개 언어) 번역되 었다. 초기 개신교 선교사들은 관례처럼 선교지 언어로 성경을 번역하고 나면 바로 뒤이어 《천로역정 》 을 번역하여 사역에 광범위하게 사용하였다 . ◈ 책의 구성 ◈ 이 책은 존 버니언의 《천로역정 》과 릴랜드 라이큰의 《천로역정 가이드》, 두 권의 책으로 구성되어 있 다. 《천로역정 》에 담긴 캐리 마스의 해설은 이 책의 백미이다 . 글을 쓸 때의 존 버니언의 상황과 비 유나 용어의 상징적 의미 등을 풍요롭게 설명해 주어, 마치 존 버니언과 대화하는 느낌으로 《천로역 정》을 읽게 한다. 《천로역정 가이드》는 이야기를 읽는 방법, 작가의 신앙, 문학적 특색, 버니언이 그 리는 풍유적 인물을 비롯해 각 장의 줄거리와 해설 등 《천로역정》의 거의 모든 것을 담아 《천로역정》 을 풍성히 누리게 하는 최고의 가이드이다 ."
